Person_ID,Latitude,Longitude,Hour,Speed,Distance,Area,Movement_Cluster,Anomaly_Result,Anomaly
1,23.213376239763903,77.43263780436938,9,17.999247474540088,6.051737811624538,College,4,1,Normal
1,23.2606851595008,77.41074163066614,13,44.09729556485984,10.15686904880464,Home,0,1,Normal
1,23.25897316461437,77.41166854049285,21,30.742692948967136,5.7513952050632735,Home,1,1,Normal
1,23.25787433775933,77.41322849466519,9,26.47385973801488,11.81553974387467,Home,0,1,Normal
1,23.216434022219325,77.43366492371425,20,16.951547789558386,11.437740909786664,College,2,1,Normal
1,23.258699492299787,77.4138948796421,13,21.92681476866447,3.651280126286129,Railway Station,0,1,Normal
1,23.252260456387795,77.43074623782947,9,42.27961206236346,3.846579797600186,Market,0,1,Normal
1,23.25041772719001,77.42608065975224,21,32.03100983459974,1.3444462170111444,Market,1,1,Normal
1,23.265643331506357,77.39791220718354,10,32.93699936433255,11.140616585254286,Park,0,1,Normal
1,23.257881829314268,77.40943341157292,8,31.190763971672396,7.45426282230233,Home,0,1,Normal
1,23.256880085435565,77.41344300492473,7,15.469092202235815,5.657416287770066,Railway Station,0,1,Normal
1,23.21687261021669,77.43018655866284,9,38.13811040057837,1.8144911690749936,College,4,1,Normal
1,23.212583693420903,77.43419929395156,18,24.329469651469864,4.577016542294217,College,2,1,Normal
1,23.25166959083846,77.43059312276867,7,26.487806242613694,11.688833049280142,Market,0,1,Normal
1,23.268132474318172,77.40156841637531,18,16.21300768615294,8.817291786543661,Park,1,1,Normal
1,23.25713856595145,77.41203838741694,18,29.261106695463354,7.19603129174022,Home,1,1,Normal
1,23.250595300897015,77.42794376845883,10,43.28560711673943,7.587520131373896,Market,0,1,Normal
1,23.25058611849129,77.43179326076744,20,18.16482779490812,6.021880275312013,Market,1,1,Normal
1,23.26182528258,77.41218061512632,21,18.6626386410202,4.919276218846724,Home,1,1,Normal
1,23.261599842408124,77.4093773515485,20,39.54044297767479,10.468036415819778,Railway Station,1,1,Normal
1,23.254589647904872,77.41329103588778,13,35.77308098670811,3.963535671783736,Home,0,1,Normal
1,23.25893375464249,77.4114603433032,19,36.09056876685533,4.999925626172233,Home,1,1,Normal
1,23.2560624575694,77.41194697224911,7,44.932214551468256,3.934591157028135,Railway Station,0,1,Normal
1,23.259016467953547,77.41183166982964,7,34.03054034104092,8.487759967102434,Railway Station,0,1,Normal
1,23.21953006952785,77.42812017756279,18,35.16406642217636,9.377815768615893,College,2,1,Normal
1,23.258296344313298,77.41536803143786,10,44.50269422684529,5.387068866890084,Home,0,1,Normal
1,23.26911439531019,77.40075645322949,17,35.87438420372646,10.44194685295092,Park,1,1,Normal
1,23.261336256559648,77.4106970564987,9,25.45997961875188,2.0579420620056283,Home,0,1,Normal
1,23.260756025681975,77.40706060226987,19,19.1256283243798,4.751729861552843,Railway Station,1,1,Normal
1,23.26152703443474,77.41013827136713,21,44.46505029988307,6.682994803981157,Home,1,1,Normal
2,23.26190097121552,77.41290484172451,18,25.17089373146102,4.84130532073927,Home,1,1,Normal
2,23.251235281691024,77.43243414159397,7,19.84886142283841,10.884096073797872,Market,0,1,Normal
2,23.250349666023983,77.42756629021528,17,28.452724289587422,11.939032088719028,Market,1,1,Normal
2,23.259890286110696,77.41183335338746,10,25.9940635374858,9.185875753622184,Home,0,1,Normal
2,23.25083623704391,77.42622694390843,9,34.08997854557686,3.7550800046614254,Market,0,1,Normal
2,23.21557711310506,77.43282670817526,19,33.93415877991789,9.742924338958131,College,2,1,Normal
2,23.21507068633352,77.43744033833318,13,21.905558047246657,6.491127178732276,College,4,1,Normal
2,23.215576833360437,77.43238119741024,13,41.50482066798777,9.224906512871554,College,4,1,Normal
2,23.2611122587262,77.40811154081251,9,44.40994751148137,1.8288088160674103,Railway Station,0,1,Normal
2,23.25868125324823,77.41097295780608,9,20.08478240058277,7.124813887041852,Home,0,1,Normal
2,23.2611601498772,77.4155258749446,19,21.267561528460806,8.382578685064557,Railway Station,1,1,Normal
2,23.21388951896224,77.42994587648214,21,37.22305853262613,8.667173150947947,College,2,1,Normal
2,23.247244661264087,77.42812434992018,18,27.59342569338829,3.8182763795390384,Market,1,1,Normal
2,23.24763346875709,77.4309899913084,19,36.059006317731104,9.753719363797112,Market,1,1,Normal
2,23.26769486925668,77.39699846321359,8,28.154223690542608,8.392287488247193,Park,0,1,Normal
